,text
28496,  great still   game hand    
28497,  absolutely   even
28498,come   drop point  
28499,scott   tomminay thief seem always practice long range shot sweet   same
28500,congratulation thank help cover wide goal difference united     rain today
28501,united smash goal saint brace martial   goal   card   time saint ship goal hasenhuttl united joint  
28502,even score goal night still deficit 0goals compare   surely blue  
28503,  disappoint
28504,  easy
28505,   -      deliver beating   catch  
28506,  serious hope watch
28507,        cunt
28508,fantastic game come youuuu
28509,holy shit goal difference
28510,  keep  
28511,thank   exist
28512,even   penalty back good     thank have  
28513,silky smooth fizzy bubleck come
28514,need   pull   cancelo dias   first   defender bench
28515,score   trafford easy
28516,issue would beat side
28517,  league jammy cunt
28518,congratulation kwadwo baah   - moonshot   player   sign
28519,congratulation advance
28520,like score more goal still would climb   score then   actually topple
28521,back title race still title challenger
28522,come
28523,want reservation   back blue cunt
28524,just     player move   fast hard shot allow   target   back  
28525,just     know finally manchester     tell   season  
28526,only peng huns support rest
28527,hahahahahahahaha send second full debut   trafford sign
28528,craig pawson display player think team city could   just dictate play beautiful know
28529,people work   sister club need just shut fuck collect paycheck   think hard where paycheck come
28530,love print legend
28531,  game obviously aware situation surround coronavirus mutation travel restriction contact uefa   manchester city will wait     happen  
28532,travel turf moor look extend     maintain healthy lead   league tell need know ahead side trip dentist | |
28533,  contract good
28534,nice penalty sale
28535,  ᴏᴏᴛʙᴀʟʟ     ᴘᴏʀᴛ ᴡʜᴀᴛ ᴅᴏɴᴇ         ɴᴏᴛʜɪɴɢ boss   guardiola play side dominance burnley   meeting
28536,messi could join should decide leave summer free agent pick
28537,lady
28538,check amazing month love auction feature sign shirt season
28539,part city football group consortium headline help maintain pole position season thing could   homestretch  
28540,football programme football league division aston villa   manchester city   available
28541,coral william hill     quinnbet view boost accas daily  /  free   free slot
28542,amazing record city xtra preview | |
28543,  schedule latter
28544,manager   guardiola     week ready play argentina striker recover coronavirus
28545,cisco   team bring help young people
28546,dominate premier league team month january consistency
28547,  deal  ⃣ ⃣ ⃣ ⃣ goalkeeper   help city  
28548,actually wear would afraid wine  
28549,think   great title race time just   season   refusing budge       last   season virg     missing give underdog   klopp relish    
28550,  start work
28551,sell  
28552,inspiration thought connect manchester city family friend thank captain    
28553,gamble captain choice gameweek   help
28554,djamel belmadi   riyad mahrez happy   probably % happy would like play more
28555,welcome manchester tony book just future blue skipper sign schoolboy form
28556,obviously aware situation surround coronavirus mutation travel restriction contact uefa   will wait   happen  
28557,good   city account  
28558,  month   target |
28559,next   burnley will guardiola   happy tomorrow game
28560,manchester united will look return     premier league when continue campaign home southampton tonight back devil   tonight play  
28561,coral   free claim free play         apply
28562,  later still wonder  
28563,  ahly juve
28564,daily football boost accas here   free   only       apply
28565,christian pulisic   visit thursday  . .   host sunday  . .   nbcsn   telemundo highlight action   sport week
28566,when kevin come back
28567,will  
28568,  jacket john stones interview    
28569,good goalkeeper woman game staying | |
28570,premier league player month january
28571,  take charge final time head   reign     academy stadium listen |
28572,coral     claim free acca           apply
28573,daily tipped football accas view tues  /     /  thur click daily acca winner last week       apply
28574,comms around   wednesday   city look become first   side arsenal   successive game competition       time
28575,  prem
28576,ellie roebuck sign   year deal manchester city
